City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Gondanglegi,ID,2021-10-12 21:43:01,-7.7479,112.0132,73.35,86,51,11.48,broken clouds
261,Deep River,CA,2021-10-12 21:43:02,46.1001,-77.4995,72.95,73,100,5.7,overcast clouds
262,Ryotsu,JP,2021-10-12 21:43:02,38.0833,138.4333,62.56,91,100,4.38,overcast clouds
263,Honiara,SB,2021-10-12 21:43:03,-9.4333,159.95,84.0,74,78,2.48,broken clouds
264,Beloha,MG,2021-10-12 21:43:03,-25.1667,45.05,65.37,75,0,13.44,clear sky
265,Bitung,ID,2021-10-12 21:43:04,1.4451,125.1824,76.05,82,100,7.9,overcast clouds
266,Pangnirtung,CA,2021-10-12 21:52:25,66.1451,-65.7125,28.4,100,90,5.75,mist
267,Guane,CU,2021-10-12 21:43:04,22.2025,-84.0875,81.72,69,52,1.77,broken clouds
268,Pozo Colorado,PY,2021-10-12 21:43:05,-23.4923,-58.7972,84.04,46,12,7.38,few clouds
269,Saint-Augustin,CA,2021-10-12 21:43:05,51.226,-58.6502,49.75,60,0,1.01,clear sky
270,Port Hedland,AU,2021-10-12 21:43:06,-20.3167,118.5667,68.05,68,4,6.91,clear sky
271,Kpandu,GH,2021-10-12 21:43:06,6.9954,0.2931,78.58,88,20,5.01,few clouds
272,Sept-Iles,CA,2021-10-12 21:41:48,50.2001,-66.3821,57.72,87,90,4.61,overcast clouds
273,Clyde River,CA,2021-10-12 21:52:25,70.4692,-68.5914,32.23,93,90,2.3,overcast clouds
274,Kill,IE,2021-10-12 21:43:07,52.1761,-7.335,53.82,89,92,4.7,overcast clouds
275,Vao,NC,2021-10-12 21:43:07,-22.6667,167.4833,69.04,93,100,19.8,overcast clouds
276,Marawi,PH,2021-10-12 21:52:26,7.9986,124.2928,66.65,79,64,3.76,broken clouds
277,Sao Filipe,CV,2021-10-12 21:52:26,14.8961,-24.4956,79.36,74,10,6.42,clear sky
278,Plastun,RU,2021-10-12 21:43:08,44.7561,136.2939,43.72,62,0,4.63,clear sky
279,Moyale,KE,2021-10-12 21:43:08,3.5167,39.0584,75.29,44,100,8.66,overcast clouds
280,College,US,2021-10-12 21:52:27,64.8569,-147.8028,35.8,73,75,6.91,broken clouds
281,Lipin Bor,RU,2021-10-12 21:43:08,60.2622,37.9763,43.2,84,100,7.0,overcast clouds
282,Vila,PT,2021-10-12 21:43:09,42.0304,-8.1588,56.93,66,3,4.05,clear sky
283,Melito Di Porto Salvo,IT,2021-10-12 21:43:09,37.9222,15.7714,64.54,72,90,5.75,overcast clouds
284,Stornoway,GB,2021-10-12 21:43:10,58.2093,-6.3865,53.92,100,90,8.05,overcast clouds
285,Jibuti,DJ,2021-10-12 21:43:10,11.5,42.5,83.62,61,99,8.23,overcast clouds
286,Jinchang,CN,2021-10-12 21:43:10,38.4953,102.1739,45.59,29,13,3.18,few clouds
287,Selfoss,IS,2021-10-12 21:43:11,63.9331,-20.9971,50.49,99,100,3.58,light rain
288,Vares,BA,2021-10-12 21:43:11,44.1644,18.3283,40.42,93,98,0.47,light rain
289,Huanren,CN,2021-10-12 21:43:12,41.2647,125.3667,44.8,87,0,0.67,clear sky
290,Constitucion,CL,2021-10-12 21:52:28,-35.3333,-72.4167,55.69,74,14,5.59,few clouds
291,Cherskiy,RU,2021-10-12 21:52:29,68.75,161.3,-2.13,98,82,3.02,broken clouds
292,Alofi,NU,2021-10-12 21:47:41,-19.0595,-169.9187,76.89,61,75,8.05,broken clouds
293,Old Town,CZ,2021-10-12 21:43:12,50.087,14.4202,44.1,89,40,1.99,scattered clouds
294,Thompson,CA,2021-10-12 21:52:29,55.7435,-97.8558,44.76,93,90,6.91,overcast clouds
295,Zhucheng,CN,2021-10-12 21:43:13,35.9947,119.3975,51.94,88,0,4.05,light rain
296,Teya,RU,2021-10-12 21:43:13,60.3778,92.6267,25.32,75,100,2.01,overcast clouds
297,Tarumovka,RU,2021-10-12 21:43:14,44.0761,46.5361,59.38,69,67,16.26,broken clouds
298,Geraldton,AU,2021-10-12 21:43:14,-28.7667,114.6,46.81,81,4,9.22,clear sky
299,Barcelos,PT,2021-10-12 21:43:14,41.5388,-8.6151,71.85,53,0,5.37,clear sky
300,La Ligua,CL,2021-10-12 21:39:14,-32.4524,-71.2311,60.58,66,100,7.02,overcast clouds
301,Karratha,AU,2021-10-12 21:43:15,-20.7377,116.8463,75.97,21,1,19.86,clear sky
302,Eureka,US,2021-10-12 21:47:41,40.8021,-124.1637,65.68,56,19,7.0,few clouds
303,Hamilton,US,2021-10-12 21:52:00,39.1834,-84.5333,77.76,68,75,1.99,broken clouds
304,Leiyang,CN,2021-10-12 21:43:15,26.4024,112.8591,63.05,66,100,9.69,overcast clouds
305,Dabhol,IN,2021-10-12 21:43:16,17.6,73.1667,75.87,90,91,4.97,overcast clouds
306,Ucluelet,CA,2021-10-12 21:48:06,48.9329,-125.5528,48.51,92,100,4.0,overcast clouds
307,Raudeberg,NO,2021-10-12 21:43:16,61.9875,5.1352,41.86,84,100,1.99,overcast clouds
308,Lorengau,PG,2021-10-12 21:52:31,-2.0226,147.2712,84.9,72,22,8.08,few clouds
309,Iskateley,RU,2021-10-12 21:43:17,67.6803,53.1512,39.72,87,100,12.73,overcast clouds
310,Thinadhoo,MV,2021-10-12 21:52:32,0.5333,72.9333,83.79,67,67,16.26,broken clouds
311,Moree,AU,2021-10-12 21:52:32,-29.4667,149.85,62.62,82,75,10.36,broken clouds
312,Necochea,AR,2021-10-12 21:43:17,-38.5473,-58.7368,64.04,88,25,13.4,scattered clouds
313,Salalah,OM,2021-10-12 21:43:18,17.0151,54.0924,77.09,69,0,4.61,clear sky
314,Ninotsminda,GE,2021-10-12 21:43:18,41.2646,43.5916,37.85,50,59,7.72,broken clouds
315,Gejiu,CN,2021-10-12 21:43:18,23.306,103.1635,46.44,93,73,6.02,broken clouds
316,Ossora,RU,2021-10-12 21:43:19,59.2353,163.0719,34.21,76,100,2.1,overcast clouds
317,Paita,PE,2021-10-12 21:43:19,-5.0892,-81.1144,72.16,78,32,18.72,scattered clouds
318,San Jose,US,2021-10-12 21:39:08,37.3394,-121.895,74.01,21,20,5.01,few clouds
319,Kodiak,US,2021-10-12 21:52:33,57.79,-152.4072,45.91,71,90,0.0,overcast clouds
320,Quballat,TN,2021-10-12 21:43:19,36.5418,9.6633,64.62,72,23,5.03,few clouds
321,Ontario,US,2021-10-12 21:42:49,34.0633,-117.6509,73.53,17,1,3.0,clear sky
322,Hofn,IS,2021-10-12 21:52:34,64.2539,-15.2082,43.23,91,100,9.26,heavy intensity rain
323,Sarakhs,IR,2021-10-12 21:43:20,36.5449,61.1577,44.74,42,0,4.61,clear sky
324,Marsh Harbour,BS,2021-10-12 21:43:21,26.5412,-77.0636,81.73,67,74,8.81,broken clouds
325,Lanigan,CA,2021-10-12 21:43:21,51.8501,-105.0344,46.29,39,80,4.83,broken clouds
326,Verkhnevilyuysk,RU,2021-10-12 21:43:21,63.4453,120.3167,21.06,74,99,8.79,overcast clouds
327,Eyl,SO,2021-10-12 21:43:22,7.9803,49.8164,79.95,75,32,13.6,scattered clouds
328,Acari,PE,2021-10-12 21:43:22,-15.4311,-74.6158,67.42,74,91,8.28,overcast clouds
329,Ilulissat,GL,2021-10-12 21:43:22,69.2167,-51.1,26.62,80,40,0.0,scattered clouds
330,Trairi,BR,2021-10-12 21:42:43,-3.2778,-39.2689,79.07,74,90,11.99,overcast clouds
331,Hami,CN,2021-10-12 21:52:35,42.8,93.45,48.29,38,3,7.63,clear sky
332,Magesti,RO,2021-10-12 21:43:23,47.0167,22.45,43.63,86,98,1.79,overcast clouds
333,Codajas,BR,2021-10-12 21:43:23,-3.8367,-62.0569,79.74,77,97,1.32,overcast clouds
334,Vasvar,HU,2021-10-12 21:43:24,47.0493,16.7995,43.61,85,71,6.06,broken clouds
335,Fort Nelson,CA,2021-10-12 21:52:36,58.8053,-122.7002,44.19,65,75,0.0,broken clouds
336,Cidreira,BR,2021-10-12 21:52:36,-30.1811,-50.2056,65.77,91,52,20.31,broken clouds
337,Westport,US,2021-10-12 21:42:21,41.1415,-73.3579,71.65,73,1,1.99,clear sky
338,Zomin,UZ,2021-10-12 21:43:24,39.9606,68.3958,44.73,45,0,2.37,clear sky
339,Bar-Le-Duc,FR,2021-10-12 21:43:25,48.75,5.1667,50.38,97,79,6.62,broken clouds
340,Wukari,NG,2021-10-12 21:43:25,7.85,9.7833,79.7,74,100,4.72,overcast clouds
341,Campbell River,CA,2021-10-12 21:41:11,50.0163,-125.2446,46.6,96,90,11.01,mist
342,Fort-Shevchenko,KZ,2021-10-12 21:43:25,44.5086,50.263,58.73,40,5,23.96,clear sky
343,Itacoatiara,BR,2021-10-12 21:43:26,-3.1431,-58.4442,88.34,46,49,1.83,scattered clouds
344,Roebourne,AU,2021-10-12 21:43:26,-20.7833,117.1333,75.58,20,1,20.24,clear sky
345,Mandalgovi,MN,2021-10-12 21:43:27,45.7625,106.2708,38.21,53,14,13.6,few clouds
346,Chamba,IN,2021-10-12 21:43:27,32.5667,76.1333,63.28,44,0,8.25,clear sky
347,Aykhal,RU,2021-10-12 21:52:37,66.0,111.5,13.69,94,100,15.12,overcast clouds
348,Lebu,CL,2021-10-12 21:52:38,-37.6167,-73.65,55.29,78,35,5.39,scattered clouds
349,Angoche,MZ,2021-10-12 21:43:27,-16.2325,39.9086,72.48,77,55,8.43,broken clouds
350,Kutum,SD,2021-10-12 21:43:28,14.2,24.6667,79.07,49,97,7.67,overcast clouds
351,Kungurtug,RU,2021-10-12 21:43:28,50.5994,97.5228,28.33,94,100,2.53,overcast clouds
352,Gaoua,BF,2021-10-12 21:43:29,10.2992,-3.2508,77.56,66,82,3.83,broken clouds
353,Dwarka,IN,2021-10-12 21:43:29,22.2394,68.9678,81.75,74,0,8.01,clear sky
354,Dali,CN,2021-10-12 21:43:29,25.7,100.1833,60.46,89,83,2.82,broken clouds
355,Cabo San Lucas,MX,2021-10-12 21:49:09,22.8909,-109.9124,84.51,73,100,11.01,overcast clouds
356,Great Yarmouth,GB,2021-10-12 21:43:30,52.6083,1.7305,51.94,69,75,10.02,broken clouds
357,Klaksvik,FO,2021-10-12 21:52:39,62.2266,-6.589,47.32,98,100,19.08,overcast clouds
358,Pontianak,ID,2021-10-12 21:52:39,-0.0333,109.3333,76.98,94,100,1.14,mist
359,Synya,RU,2021-10-12 21:43:30,65.3718,58.0387,36.59,96,100,8.9,overcast clouds
360,South Venice,US,2021-10-12 21:52:16,27.0531,-82.4243,89.06,66,75,11.5,broken clouds
361,Makhu,IN,2021-10-12 21:43:31,31.1033,74.9978,73.31,39,0,4.56,clear sky
362,Bairiki,KI,2021-10-12 21:43:31,1.3292,172.9752,84.2,70,20,6.91,few clouds
363,Gasa,PS,2021-10-12 21:43:32,31.5,34.4667,75.18,63,100,9.19,overcast clouds
364,Sisimiut,GL,2021-10-12 21:52:41,66.9395,-53.6735,33.46,72,26,8.3,scattered clouds
365,Soyo,AO,2021-10-12 21:43:32,-6.1349,12.3689,76.32,86,39,9.17,scattered clouds
366,Oliveira Dos Brejinhos,BR,2021-10-12 21:43:32,-12.3169,-42.8961,83.48,41,78,3.89,broken clouds
367,Taywarah,AF,2021-10-12 21:43:33,33.35,64.4167,37.4,14,0,3.58,clear sky
368,Broome,US,2021-10-12 21:43:33,42.2506,-75.833,70.38,69,1,4.0,clear sky
369,Huaiyuan,CN,2021-10-12 21:43:34,32.973,117.1995,56.34,75,11,8.1,light rain
370,Dingle,PH,2021-10-12 21:52:42,10.9995,122.6711,76.69,92,100,6.24,overcast clouds
371,Kieta,PG,2021-10-12 21:52:42,-6.2167,155.6333,82.99,73,79,4.56,light rain
372,Karnal,IN,2021-10-12 21:43:34,29.6833,76.9833,75.2,48,0,4.61,clear sky
373,Orlik,RU,2021-10-12 21:43:34,52.5178,99.825,28.83,79,81,2.93,broken clouds
374,Kucevo,RS,2021-10-12 21:43:35,44.4775,21.67,39.92,97,99,3.04,overcast clouds
375,Loukhi,RU,2021-10-12 21:43:35,66.0764,33.0381,41.9,86,100,9.19,overcast clouds
376,Meulaboh,ID,2021-10-12 21:43:36,4.1363,96.1285,77.04,86,100,2.66,overcast clouds
377,Terrace,CA,2021-10-12 21:43:12,54.5163,-128.6035,46.42,81,75,18.41,light intensity shower rain
378,Weihe,CN,2021-10-12 21:43:36,32.9952,105.3247,50.5,98,100,2.24,overcast clouds
379,Mitu,CO,2021-10-12 21:40:00,1.1983,-70.1733,77.27,84,92,1.59,overcast clouds
380,Caucaia,BR,2021-10-12 21:43:37,-3.7361,-38.6531,80.55,71,20,9.22,few clouds
381,Menongue,AO,2021-10-12 21:52:43,-14.6585,17.691,70.93,30,5,7.76,clear sky
382,Letterkenny,IE,2021-10-12 21:43:37,54.95,-7.7333,50.52,97,71,3.4,broken clouds
383,Chalakudi,IN,2021-10-12 21:43:37,10.304,76.3361,73.31,100,75,3.44,mist
384,Seoul,KR,2021-10-12 21:41:44,37.5683,126.9778,60.31,91,0,2.3,clear sky
385,Yerbogachen,RU,2021-10-12 21:43:38,61.2767,108.0108,15.55,88,21,3.15,few clouds
386,Pocri,PA,2021-10-12 21:43:38,8.2667,-80.55,84.02,85,79,4.41,broken clouds
387,Kaura Namoda,NG,2021-10-12 21:43:39,12.5898,6.5779,82.94,18,9,5.06,clear sky
388,Khandbari,NP,2021-10-12 21:43:39,27.3747,87.2039,67.59,63,0,4.74,clear sky
389,Vanimo,PG,2021-10-12 21:43:39,-2.6741,141.3028,80.1,87,28,4.5,scattered clouds
390,Methoni,GR,2021-10-12 21:43:40,36.8197,21.7049,63.21,71,73,14.97,broken clouds
391,Paranaiba,BR,2021-10-12 21:43:40,-19.6772,-51.1908,79.38,56,24,7.02,few clouds
392,Serdobsk,RU,2021-10-12 21:43:41,52.4586,44.2169,51.84,44,100,12.57,overcast clouds
393,Candido De Abreu,BR,2021-10-12 21:43:41,-24.5669,-51.3333,67.68,71,27,1.03,scattered clouds
394,Nizhniy Kuranakh,RU,2021-10-12 21:43:41,58.8353,125.4869,19.9,78,5,5.64,clear sky
395,Henties Bay,NA,2021-10-12 21:43:42,-22.116,14.2845,58.86,91,25,7.96,scattered clouds
396,Danville,US,2021-10-12 21:40:46,36.586,-79.395,75.87,68,20,3.44,few clouds
397,Mantua,IT,2021-10-12 21:43:42,45.1667,10.7833,56.7,85,24,1.99,few clouds
398,Wanning,CN,2021-10-12 21:52:45,18.8003,110.3967,70.74,93,100,26.71,heavy intensity rain
399,Mnogovershinnyy,RU,2021-10-12 21:52:46,53.9353,139.9242,37.38,86,100,5.35,overcast clouds
400,Hutchinson,US,2021-10-12 21:41:26,38.0608,-97.9298,69.03,72,90,11.5,overcast clouds
401,Chernyshevskiy,RU,2021-10-12 21:43:43,63.0128,112.4714,18.68,73,81,8.9,broken clouds
402,Mandera,KE,2021-10-12 21:52:46,3.9366,41.867,78.48,61,92,18.95,overcast clouds
403,Tahe,CN,2021-10-12 21:43:44,52.3333,124.7333,38.46,80,100,2.17,overcast clouds
404,San Andres,CO,2021-10-12 21:40:06,12.5847,-81.7006,87.82,66,20,10.36,few clouds
405,Innisfail,AU,2021-10-12 21:43:44,-17.5333,146.0333,78.87,61,33,0.4,scattered clouds
406,Iwaki,JP,2021-10-12 21:43:44,37.05,140.8833,64.24,96,100,8.28,overcast clouds
407,Ustrzyki Dolne,PL,2021-10-12 21:43:45,49.4304,22.5938,36.12,100,29,3.96,scattered clouds
408,Ugoofaaru,MV,2021-10-12 21:43:45,5.6667,73.0,82.9,76,98,18.07,overcast clouds
409,Bathurst,AU,2021-10-12 21:43:46,-33.4166,149.5806,53.96,77,100,1.99,overcast clouds
410,Saldanha,ZA,2021-10-12 21:52:48,-33.0117,17.9442,62.65,96,100,8.84,overcast clouds
411,Zomba,MW,2021-10-12 21:43:46,-15.386,35.3188,62.02,52,41,2.3,scattered clouds
412,Banamba,ML,2021-10-12 21:43:46,13.55,-7.45,80.91,58,90,6.11,overcast clouds
413,Jiuquan,CN,2021-10-12 21:52:48,39.7432,98.5174,42.66,27,83,2.93,broken clouds
414,Kenmare,IE,2021-10-12 21:43:47,51.8833,-9.5833,50.61,90,39,1.86,scattered clouds
415,Verkhoturye,RU,2021-10-12 21:43:47,58.8627,60.8054,40.89,85,99,6.51,overcast clouds
416,Padang,ID,2021-10-12 21:52:49,-0.9492,100.3543,73.45,76,36,3.67,scattered clouds
417,Dhidhdhoo,MV,2021-10-12 21:43:48,6.8833,73.1,82.45,77,78,18.16,broken clouds
418,Massakory,TD,2021-10-12 21:43:48,12.996,15.7293,88.11,23,23,9.95,few clouds
419,Gallup,US,2021-10-12 21:43:49,35.5281,-108.7426,43.56,44,90,5.01,overcast clouds
420,Akyab,MM,2021-10-12 21:43:49,20.15,92.9,79.72,87,47,4.05,scattered clouds
421,Kysyl-Syr,RU,2021-10-12 21:52:50,63.8986,122.7617,21.6,92,99,6.55,overcast clouds
422,Yongan,CN,2021-10-12 21:43:50,39.6957,113.6871,49.75,70,84,2.89,broken clouds
423,Torbay,CA,2021-10-12 21:52:50,47.6666,-52.7314,48.58,95,90,14.97,light intensity drizzle
424,Okha,RU,2021-10-12 21:52:51,53.5739,142.9478,45.45,77,100,11.99,overcast clouds
425,Aguadilla,PR,2021-10-12 21:43:50,18.4275,-67.1541,84.65,93,75,3.0,light rain
426,Rovinj,HR,2021-10-12 21:40:53,45.08,13.64,54.09,60,100,4.99,overcast clouds
427,Grand Gaube,MU,2021-10-12 21:43:51,-20.0064,57.6608,73.8,87,4,3.0,clear sky
428,Goderich,CA,2021-10-12 21:43:51,43.7501,-81.7165,70.92,77,23,13.8,few clouds
429,Birao,CF,2021-10-12 21:43:51,10.2849,22.7882,78.6,67,100,6.67,overcast clouds
430,Valdivia,CL,2021-10-12 21:43:52,-39.8142,-73.2459,59.09,69,1,4.99,clear sky
431,Swan River,CA,2021-10-12 21:43:52,52.1058,-101.2676,44.49,53,75,9.22,broken clouds
432,Verkhnyaya Inta,RU,2021-10-12 21:52:52,65.9811,60.3094,38.12,92,100,13.24,overcast clouds
433,Teguldet,RU,2021-10-12 21:43:53,57.3064,88.1667,27.27,58,100,2.68,overcast clouds
434,Foz Do Iguacu,BR,2021-10-12 21:43:53,-25.5478,-54.5881,88.72,50,20,3.44,few clouds
435,Gizo,SB,2021-10-12 21:52:52,-8.103,156.8419,83.98,72,90,8.39,overcast clouds
436,Kenai,US,2021-10-12 21:43:53,60.5544,-151.2583,49.03,69,1,12.66,clear sky
437,Cartersville,US,2021-10-12 21:43:54,34.1651,-84.7999,77.86,78,1,0.0,clear sky
438,Pyaozerskiy,RU,2021-10-12 21:43:54,65.8333,31.1667,41.54,88,100,9.6,overcast clouds
439,San Policarpo,PH,2021-10-12 21:43:55,12.1791,125.5072,79.88,81,100,7.96,overcast clouds
440,Porto Novo,BJ,2021-10-12 21:43:55,6.4965,2.6036,82.22,88,72,5.84,broken clouds
441,Almeria,ES,2021-10-12 21:43:55,37.1667,-2.3333,65.14,80,78,2.44,broken clouds
442,Intipuca,SV,2021-10-12 21:43:56,13.1969,-88.0544,84.79,69,25,4.83,scattered clouds
443,Amberley,US,2021-10-12 21:43:56,39.2048,-84.428,77.52,65,75,5.99,broken clouds
444,Luanda,AO,2021-10-12 21:43:57,-8.8368,13.2343,77.0,83,75,10.36,broken clouds
445,Petushki,RU,2021-10-12 21:43:57,55.9264,39.461,41.79,75,98,4.97,light rain
446,Porto Nacional,BR,2021-10-12 21:43:57,-10.7081,-48.4172,89.6,42,82,1.5,broken clouds
447,Seelze,DE,2021-10-12 21:43:58,52.4,9.6,47.1,93,20,6.91,few clouds
448,Anloga,GH,2021-10-12 21:52:54,5.7947,0.8973,80.82,86,19,12.33,few clouds
449,Hambantota,LK,2021-10-12 21:52:54,6.1241,81.1185,77.34,100,84,3.44,broken clouds
450,Praia Da Vitoria,PT,2021-10-12 21:43:59,38.7333,-27.0667,70.05,94,20,1.99,few clouds
451,Izumo,JP,2021-10-12 21:43:59,35.3667,132.7667,67.95,100,75,6.91,broken clouds
452,Murray Bridge,AU,2021-10-12 21:43:59,-35.1167,139.2667,54.12,76,94,9.04,light rain
453,Cockburn Town,TC,2021-10-12 21:39:58,21.4612,-71.1419,78.76,83,75,11.5,broken clouds
454,Goure,NE,2021-10-12 21:52:55,13.9835,10.2704,90.01,7,0,7.47,clear sky
455,Suhbaatar,MN,2021-10-12 21:44:00,50.2314,106.2078,37.62,98,93,2.17,overcast clouds
456,Kayerkan,RU,2021-10-12 21:44:00,69.3497,87.7602,21.79,95,100,3.85,overcast clouds
457,Yuzhno-Sukhokumsk,RU,2021-10-12 21:44:01,44.6581,45.6436,57.63,64,41,15.61,scattered clouds
458,Kargopol,RU,2021-10-12 21:44:01,61.5071,38.9456,41.11,87,100,5.14,overcast clouds
459,Suba,PH,2021-10-12 21:44:02,10.8438,121.0102,83.48,80,100,21.99,moderate rain
460,Bohicon,BJ,2021-10-12 21:44:02,7.1783,2.0667,76.6,92,63,6.02,broken clouds
461,Ixtapa,MX,2021-10-12 21:52:56,20.7,-105.2,88.23,74,100,3.0,overcast clouds
462,Kostomuksha,RU,2021-10-12 21:44:03,64.571,30.5767,38.86,94,74,5.75,broken clouds
463,Mangrol,IN,2021-10-12 21:44:04,21.1167,70.1167,81.81,76,3,8.25,clear sky
464,Qaqortoq,GL,2021-10-12 21:44:04,60.7167,-46.0333,36.1,68,4,4.97,clear sky
465,Antalaha,MG,2021-10-12 21:44:04,-14.9003,50.2788,71.46,90,100,6.89,light rain
466,Macon,US,2021-10-12 21:44:05,39.8667,-88.9668,75.74,43,1,8.05,clear sky
467,Aleksandrovka,UA,2021-10-12 21:44:05,46.8383,32.7612,52.88,77,77,3.0,broken clouds
468,Moron,AR,2021-10-12 21:43:22,-34.6534,-58.6198,69.94,77,89,3.0,overcast clouds
469,Manati,PR,2021-10-12 21:44:05,18.4275,-66.4921,85.71,94,93,8.61,overcast clouds
470,Camacha,PT,2021-10-12 21:44:06,33.0833,-16.3333,65.62,68,20,4.61,few clouds
471,Xanxere,BR,2021-10-12 21:44:06,-26.8769,-52.4042,75.31,83,22,2.93,few clouds
472,Southbridge,US,2021-10-12 21:52:58,42.0751,-72.0334,70.02,86,8,2.37,clear sky
473,Vila Velha,BR,2021-10-12 21:52:58,-20.3297,-40.2925,71.55,83,75,4.61,broken clouds
474,Sakakah,SA,2021-10-12 21:44:07,29.9697,40.2064,81.97,16,80,15.75,broken clouds
475,Gawler,AU,2021-10-12 21:44:07,-34.6,138.7333,54.91,92,95,11.16,light rain
476,Shakawe,BW,2021-10-12 21:44:08,-18.3667,21.85,67.59,31,0,5.82,clear sky
477,Sao Joao Da Barra,BR,2021-10-12 21:52:59,-21.6403,-41.0511,68.09,87,98,12.41,overcast clouds
478,La Romana,DO,2021-10-12 21:44:08,18.4273,-68.9728,84.56,84,75,11.5,broken clouds
479,Cairns,AU,2021-10-12 21:44:09,-16.9167,145.7667,76.95,73,4,0.0,clear sky
480,Turukhansk,RU,2021-10-12 21:44:09,65.8167,87.9833,22.12,82,55,1.41,broken clouds
481,Tooele,US,2021-10-12 21:44:09,40.5308,-112.2983,46.15,75,90,16.11,overcast clouds
482,Buala,SB,2021-10-12 21:53:00,-8.145,159.5921,83.88,72,99,5.55,overcast clouds
483,Beian,NO,2021-10-12 21:44:10,63.6559,9.5683,44.69,81,75,17.27,broken clouds
484,Kita,ML,2021-10-12 21:44:10,13.0349,-9.4895,74.39,84,95,4.05,overcast clouds
485,Aswan,EG,2021-10-12 21:44:10,24.0934,32.907,90.7,23,0,4.61,clear sky
486,Biak,ID,2021-10-12 21:44:11,-0.9131,122.8766,77.52,76,96,3.33,overcast clouds
487,Kharian,PK,2021-10-12 21:44:11,32.8149,73.8636,74.55,43,0,4.21,clear sky
488,Paredon,MX,2021-10-12 21:44:11,16.0333,-93.8667,85.75,71,11,6.11,few clouds
489,Mecca,SA,2021-10-12 21:44:12,21.4267,39.8261,86.34,29,0,4.92,clear sky
490,Tazmalt,DZ,2021-10-12 21:44:12,36.3868,4.3989,61.5,81,99,3.8,overcast clouds
491,San Julian,MX,2021-10-12 21:44:12,21.0167,-102.1667,75.61,42,36,9.8,scattered clouds
492,Japura,ID,2021-10-12 21:44:13,-0.3167,102.35,74.55,96,100,2.21,overcast clouds
493,Eidfjord,NO,2021-10-12 21:44:13,60.4675,7.0719,46.44,71,100,6.02,overcast clouds
494,Pervomayskiy,RU,2021-10-12 21:44:14,53.2485,40.2871,46.13,57,100,9.69,overcast clouds
495,Phetchaburi,TH,2021-10-12 21:44:14,12.9667,99.5833,75.69,92,100,2.44,overcast clouds
496,Noumea,NC,2021-10-12 21:39:40,-22.2763,166.4572,67.98,95,100,9.75,moderate rain
497,Dergachi,RU,2021-10-12 21:44:14,51.2328,48.7659,46.83,50,51,9.06,broken clouds
498,High Rock,BS,2021-10-12 21:44:15,26.6208,-78.2833,75.22,68,9,8.68,clear sky
499,Onega,RU,2021-10-12 21:44:15,63.9061,38.1404,39.99,85,20,9.71,few clouds
500,Hue,VN,2021-10-12 21:44:15,16.4667,107.6,75.31,83,75,11.5,broken clouds
501,Diamantino,BR,2021-10-12 21:44:16,-14.4086,-56.4461,84.99,58,84,1.1,broken clouds
502,Touros,BR,2021-10-12 21:53:02,-5.1989,-35.4608,79.7,73,28,13.18,scattered clouds
503,Guaymas,MX,2021-10-12 21:44:16,27.9333,-110.9,87.89,41,1,16.11,clear sky
504,Diffa,NE,2021-10-12 21:44:17,13.3154,12.6113,88.25,12,6,6.04,clear sky
505,Praia,CV,2021-10-12 21:44:17,14.9215,-23.5087,79.34,73,20,12.66,few clouds
506,Fortuna Foothills,US,2021-10-12 21:44:18,32.6578,-114.4119,71.69,16,1,3.0,clear sky
507,Konongo,GH,2021-10-12 21:44:18,6.6167,-1.2167,73.53,97,44,1.83,light rain
508,Malanje,AO,2021-10-12 21:44:18,-9.5402,16.341,66.13,93,85,2.91,overcast clouds
509,Buraydah,SA,2021-10-12 21:53:03,26.326,43.975,81.05,16,0,10.85,clear sky
510,Sheridan,US,2021-10-12 21:44:19,44.8333,-106.9173,35.31,85,90,3.0,light snow
511,Gracac,HR,2021-10-12 21:44:19,44.3006,15.8547,48.38,85,82,7.38,broken clouds
512,Nouadhibou,MR,2021-10-12 21:53:04,20.931,-17.0347,67.98,88,0,16.11,clear sky
513,Oistins,BB,2021-10-12 21:44:20,13.0667,-59.5333,82.49,78,75,16.11,broken clouds
514,Nebug,RU,2021-10-12 21:44:21,44.1714,39.0036,63.41,70,0,5.61,clear sky
515,Sao Francisco De Assis,BR,2021-10-12 21:44:21,-29.5503,-55.1311,67.66,73,0,3.71,clear sky
516,Nhulunbuy,AU,2021-10-12 21:44:21,-12.2333,136.7667,79.41,83,12,0.0,few clouds
517,Russell,US,2021-10-12 21:44:22,32.3502,-85.1999,83.48,62,20,5.75,few clouds
518,Pirenopolis,BR,2021-10-12 21:44:22,-15.8525,-48.9592,82.89,58,94,2.89,overcast clouds
519,Rock Sound,BS,2021-10-12 21:44:22,24.9,-76.2,82.18,74,100,10.78,overcast clouds
520,Mossendjo,CG,2021-10-12 21:44:23,-2.9506,12.7261,70.74,99,75,2.39,moderate rain
521,Urumqi,CN,2021-10-12 21:44:23,43.801,87.6005,36.55,87,75,8.95,broken clouds
522,San Antonio Sacatepequez,GT,2021-10-12 21:44:23,14.9667,-91.7333,77.0,66,83,2.06,broken clouds
523,Codrington,AU,2021-10-12 21:53:05,-38.2667,141.9667,56.26,75,100,19.19,overcast clouds
524,Arlit,NE,2021-10-12 21:44:24,18.7369,7.3853,85.75,9,10,7.02,clear sky
