City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Diedorf,DE,2021-10-12 19:26:46,48.35,10.7667,48.13,91,90,5.75
295,Gat,IL,2021-10-12 19:26:47,31.61,34.7642,80.4,60,100,9.04
296,Kiama,AU,2021-10-12 19:26:47,-34.6833,150.8667,56.37,89,100,1.01
297,Trelew,AR,2021-10-12 19:25:54,-43.249,-65.3051,80.58,19,100,18.34
298,Inuvik,CA,2021-10-12 19:25:16,68.3499,-133.7218,25.66,80,75,13.8
299,Kinablangan,PH,2021-10-12 19:26:47,7.6947,126.5503,80.71,78,100,4.79
300,La Crosse,US,2021-10-12 19:23:48,43.8014,-91.2396,67.33,74,90,5.01
301,Ilulissat,GL,2021-10-12 19:26:48,69.2167,-51.1,32.02,69,75,1.14
302,Morogoro,TZ,2021-10-12 19:26:48,-6.8167,37.6667,73.89,70,99,6.69
303,Lethem,GY,2021-10-12 19:26:49,3.3803,-59.7968,88.72,55,100,6.29
304,Maxixe,MZ,2021-10-12 19:26:49,-23.8597,35.3472,67.6,70,2,7.7
305,Zhangye,CN,2021-10-12 19:26:49,38.9342,100.4517,44.85,25,90,2.84
306,Huarmey,PE,2021-10-12 19:26:49,-10.0681,-78.1522,68.81,73,24,12.75
307,Katherine,AU,2021-10-12 19:26:50,-14.4667,132.2667,80.92,65,70,4.61
308,Petauke,ZM,2021-10-12 19:26:50,-14.2426,31.3253,69.1,43,16,8.12
309,Te Anau,NZ,2021-10-12 19:26:50,-45.4167,167.7167,38.14,94,84,4.92
310,Matay,EG,2021-10-12 19:26:51,28.419,30.7792,81.61,30,8,7.18
311,Kailua,US,2021-10-12 19:26:17,21.4022,-157.7394,82.38,77,90,13.8
312,Kenai,US,2021-10-12 19:26:51,60.5544,-151.2583,44.1,83,1,5.75
313,Lorengau,PG,2021-10-12 19:26:51,-2.0226,147.2712,82.65,76,15,6.49
314,Benguela,AO,2021-10-12 19:26:52,-12.5763,13.4055,74.68,81,45,3.89
315,Altinopolis,BR,2021-10-12 19:26:52,-21.0256,-47.3739,81.75,45,78,5.55
316,Superior,US,2021-10-12 19:26:52,46.7208,-92.1041,64.94,78,90,3.44
317,Saldanha,ZA,2021-10-12 19:26:53,-33.0117,17.9442,62.65,94,100,14.12
318,Bathsheba,BB,2021-10-12 19:26:53,13.2167,-59.5167,83.39,74,44,13.85
319,Praya,CV,2021-10-12 19:26:48,14.9215,-23.5087,79.34,73,75,17.27
320,San Rafael,AR,2021-10-12 19:25:23,-34.6177,-68.3301,81.57,24,58,9.28
321,Lazaro Cardenas,MX,2021-10-12 19:26:54,17.9583,-102.2,86.04,68,5,6.91
322,Isla Mujeres,MX,2021-10-12 19:26:54,21.2311,-86.731,87.85,58,5,8.39
323,Udachnyy,RU,2021-10-12 19:24:26,66.4167,112.4,15.24,94,100,20.51
324,Ulladulla,AU,2021-10-12 19:26:54,-35.35,150.4667,53.76,74,100,2.42
325,Casablanca,MA,2021-10-12 19:26:55,33.5928,-7.6192,70.14,83,0,4.0
326,Emirdag,TR,2021-10-12 19:26:55,39.0197,31.15,55.87,70,100,20.45
327,Key West,US,2021-10-12 19:26:30,24.5557,-81.7826,89.6,65,20,10.36
328,Kholodnyy,RU,2021-10-12 19:26:55,62.7167,147.95,9.03,96,100,1.74
329,Myre,NO,2021-10-12 19:26:56,69.1036,15.9492,39.11,71,100,13.2
330,Sao Filipe,CV,2021-10-12 19:26:56,14.8961,-24.4956,80.4,72,3,6.87
331,Arkhara,RU,2021-10-12 19:26:56,49.4212,130.0842,43.61,76,100,7.99
332,Aleksandrovka,UA,2021-10-12 19:26:57,46.8383,32.7612,55.62,71,16,3.89
333,Mayo,US,2021-10-12 19:26:57,38.8876,-76.5119,73.11,84,90,3.0
334,Tondano,ID,2021-10-12 19:26:57,1.3038,124.9112,71.69,87,100,1.88
335,Ornskoldsvik,SE,2021-10-12 19:26:58,63.2909,18.7153,40.82,81,8,9.22
336,Baturaja,ID,2021-10-12 19:26:58,-4.1333,104.1667,74.98,96,99,2.17
337,Midland,US,2021-10-12 19:25:33,31.9974,-102.0779,92.48,27,1,20.71
338,Alofi,NU,2021-10-12 19:26:58,-19.0595,-169.9187,76.89,61,40,4.61
339,Vostok,RU,2021-10-12 19:26:59,46.4856,135.8833,34.09,67,0,3.8
340,Katsuura,JP,2021-10-12 19:26:59,35.1333,140.3,66.31,90,100,18.32
341,Leh,IN,2021-10-12 19:26:59,34.1667,77.5833,42.78,26,2,3.51
342,Doha,QA,2021-10-12 19:27:00,25.2867,51.5333,87.78,66,0,4.61
343,Manaus,BR,2021-10-12 19:27:00,-3.1019,-60.025,95.49,49,40,4.61
344,Tukan,RU,2021-10-12 19:27:01,53.8409,57.4552,40.55,75,100,3.49
345,Dukat,RU,2021-10-12 19:27:01,62.55,155.55,11.08,94,99,4.18
346,Axim,GH,2021-10-12 19:27:02,4.8699,-2.2405,78.96,88,53,11.34
347,Asau,RO,2021-10-12 19:27:02,46.4333,26.4,45.75,92,100,2.55
348,Nusaybin,TR,2021-10-12 19:27:03,37.0778,41.2178,73.94,18,96,3.69
349,Saint George,US,2021-10-12 19:27:03,37.1041,-113.5841,55.63,53,40,8.99
350,Mackay,AU,2021-10-12 19:27:04,-21.15,149.2,70.05,100,6,3.44
351,Chapais,CA,2021-10-12 19:27:04,49.7834,-74.8492,65.98,83,100,5.41
352,Pucallpa,PE,2021-10-12 19:27:04,-8.3791,-74.5539,95.04,49,40,10.36
353,Luanda,AO,2021-10-12 19:22:08,-8.8368,13.2343,77.0,83,20,10.36
354,Biak,ID,2021-10-12 19:27:05,-0.9131,122.8766,77.38,76,86,3.94
355,Hatta,IN,2021-10-12 19:27:05,24.1167,79.6,75.24,53,0,1.77
356,Petrolina,BR,2021-10-12 19:27:05,-9.3986,-40.5008,96.85,28,20,5.75
357,Norsup,VU,2021-10-12 19:27:06,-16.0667,167.3833,79.34,83,55,11.77
358,Lesu,RO,2021-10-12 19:27:06,47.3167,24.75,40.75,94,100,1.32
359,Erzin,TR,2021-10-12 19:27:06,36.9559,36.2,71.01,63,75,2.19
360,At-Bashi,KG,2021-10-12 19:27:07,41.1702,75.8106,31.96,36,0,3.6
361,Duluth,US,2021-10-12 19:26:45,46.7833,-92.1066,64.54,77,90,1.01
362,Padrauna,IN,2021-10-12 19:27:07,26.9025,83.9819,78.19,72,3,4.94
363,Half Moon Bay,US,2021-10-12 19:27:07,37.4636,-122.4286,69.28,27,1,13.8
364,Havelock,US,2021-10-12 19:27:08,34.8791,-76.9013,75.18,85,84,1.01
365,Lipin Bor,RU,2021-10-12 19:27:08,60.2622,37.9763,44.15,80,100,8.59
366,Ergani,TR,2021-10-12 19:27:08,38.2653,39.7621,61.52,28,0,0.69
367,Sanandaj,IR,2021-10-12 19:27:09,35.3144,46.9923,64.29,17,100,3.33
368,Boende,CD,2021-10-12 19:27:09,-0.2167,20.8667,70.59,93,21,1.79
369,Northam,GB,2021-10-12 19:27:09,51.0333,-4.2167,55.29,84,44,8.77
370,Sioux Lookout,CA,2021-10-12 19:27:10,50.1001,-91.917,57.58,67,75,8.05
371,Lhokseumawe,ID,2021-10-12 19:27:10,5.1801,97.1507,79.39,81,100,7.11
372,Kiknur,RU,2021-10-12 19:27:10,57.3034,47.2011,42.69,70,17,7.72
373,Vila Praia De Ancora,PT,2021-10-12 19:27:11,41.811,-8.8526,72.12,59,0,7.78
374,Meulaboh,ID,2021-10-12 19:27:11,4.1363,96.1285,77.65,85,100,2.77
375,Maniitsoq,GL,2021-10-12 19:27:11,65.4167,-52.9,38.59,66,100,4.05
376,Yongchang,CN,2021-10-12 19:27:11,30.0381,119.7317,64.58,93,100,2.01
377,Vrangel,RU,2021-10-12 19:27:12,42.7297,133.0839,51.26,61,0,4.68
378,Tshikapa,CD,2021-10-12 19:27:12,-6.4167,20.8,71.33,95,100,2.35
379,Latung,PH,2021-10-12 19:27:12,5.5,120.8833,83.32,81,100,12.77
380,Peleduy,RU,2021-10-12 19:27:13,59.6289,112.7406,15.87,95,11,2.28
381,Fairview,US,2021-10-12 19:27:13,40.8126,-73.999,74.39,70,90,0.0
382,Oksfjord,NO,2021-10-12 19:27:13,70.2396,22.3479,41.92,85,100,19.6
383,Deputatskiy,RU,2021-10-12 19:27:14,69.3,139.9,21.04,97,100,3.31
384,Karonga,MW,2021-10-12 19:27:14,-9.9333,33.9333,75.65,70,76,7.36
385,Auki,SB,2021-10-12 19:27:14,-8.7676,160.7034,75.92,89,100,3.27
386,Shaunavon,CA,2021-10-12 19:27:15,49.6501,-108.4181,40.78,40,68,5.32
387,Zuwarah,LY,2021-10-12 19:27:15,32.9312,12.082,72.14,61,100,7.81
388,Dakar,SN,2021-10-12 19:27:15,14.6937,-17.4441,81.48,78,20,13.8
389,Mweka,CD,2021-10-12 19:27:15,-4.85,21.5667,66.79,98,100,4.72
390,Rocha,UY,2021-10-12 19:27:16,-34.4833,-54.3333,70.03,76,92,6.35
391,Epe,NG,2021-10-12 19:27:16,6.5841,3.9834,78.39,91,100,5.95
392,Corinto,GR,2021-10-12 19:27:16,37.9407,22.9573,65.68,83,11,8.08
393,Komsomolskiy,UZ,2021-10-12 19:27:17,40.4272,71.7189,49.42,70,0,6.91
394,Teya,RU,2021-10-12 19:27:17,60.3778,92.6267,26.33,66,100,2.44
395,Sao Gabriel,BR,2021-10-12 19:27:17,-30.3364,-54.32,75.27,57,1,5.14
396,Mazagao,BR,2021-10-12 19:27:18,-0.115,-51.2894,95.05,33,5,7.07
397,Ponta Delgada,PT,2021-10-12 19:27:18,37.7333,-25.6667,72.32,83,20,5.75
398,Selvik,NO,2021-10-12 19:27:18,59.5689,10.2583,46.26,72,27,0.76
399,Hopelchen,MX,2021-10-12 19:27:19,19.7667,-89.85,88.88,29,9,2.64
400,Padang,ID,2021-10-12 19:26:30,-0.9492,100.3543,76.64,78,69,3.69
401,Plainfield,US,2021-10-12 19:27:19,40.6168,-74.4173,74.17,71,90,1.01
402,Orlik,RU,2021-10-12 19:27:19,52.5178,99.825,28.4,82,42,3.4
403,Nemuro,JP,2021-10-12 19:26:25,43.3236,145.575,53.64,71,0,4.79
404,Obidos,BR,2021-10-12 19:27:20,-1.9175,-55.5181,98.01,31,10,7.72
405,Lavrentiya,RU,2021-10-12 19:27:20,65.5833,-171.0,30.47,83,100,12.5
406,Tortoli,IT,2021-10-12 19:27:20,39.9256,9.6572,64.22,77,40,2.3
407,Waipawa,NZ,2021-10-12 19:27:21,-41.4122,175.5153,45.23,84,100,20.13
408,Tavira,PT,2021-10-12 19:27:21,37.1273,-7.6486,71.47,75,0,3.31
409,Klaksvik,FO,2021-10-12 19:27:21,62.2266,-6.589,45.52,91,100,13.82
410,Londonderry,GB,2021-10-12 19:27:22,54.9981,-7.3093,55.13,94,75,5.75
411,Athabasca,CA,2021-10-12 19:27:22,54.7169,-113.2854,47.89,34,12,16.33
412,Jinchang,CN,2021-10-12 19:27:22,38.4953,102.1739,46.29,28,6,0.6
413,Sinnamary,GF,2021-10-12 19:27:23,5.3833,-52.95,85.48,67,100,11.79
414,Tougan,BF,2021-10-12 19:27:23,13.0667,-3.0667,90.28,34,84,5.21
415,Wawa,NG,2021-10-12 19:27:23,9.9022,4.4192,82.71,54,2,1.41
416,Iisalmi,FI,2021-10-12 19:27:24,63.5592,27.1907,41.02,91,45,2.77
417,Terme,TR,2021-10-12 19:27:24,41.2092,36.9739,64.96,84,0,5.12
418,Filingue,NE,2021-10-12 19:27:24,14.3521,3.3168,96.58,7,24,6.46
419,Tottori,JP,2021-10-12 19:27:25,35.5,134.2333,68.81,95,100,2.73
420,Roebourne,AU,2021-10-12 19:27:25,-20.7833,117.1333,76.82,44,1,5.84
421,Diego De Almagro,CL,2021-10-12 19:27:25,-26.3667,-70.05,75.88,20,68,13.2
422,Nouakchott,MR,2021-10-12 19:27:26,18.0858,-15.9785,76.93,68,100,15.59
423,Saint-Leu,RE,2021-10-12 19:27:26,-21.15,55.2833,72.46,89,11,4.36
424,Batsfjord,NO,2021-10-12 19:27:26,70.6345,29.7185,41.22,81,100,18.59
425,Mehamn,NO,2021-10-12 19:27:27,71.0357,27.8492,42.98,82,100,20.71
426,Kaniama,CD,2021-10-12 19:27:27,-7.5667,24.1833,71.89,78,80,6.62
427,Yaan,NG,2021-10-12 19:27:27,7.3833,8.5667,80.02,78,100,5.3
428,Quevedo,EC,2021-10-12 19:27:28,-1.0333,-79.45,93.27,42,65,0.63
429,Saint-Joseph,RE,2021-10-12 19:27:28,-21.3667,55.6167,71.98,91,45,2.68
430,Arlit,NE,2021-10-12 19:27:28,18.7369,7.3853,90.52,8,7,8.3
431,Grand Gaube,MU,2021-10-12 19:27:29,-20.0064,57.6608,73.8,87,0,1.99
432,Kidal,ML,2021-10-12 19:27:29,18.4411,1.4078,91.67,8,58,9.44
433,Sorsk,RU,2021-10-12 19:27:29,54.0033,90.2467,25.05,97,100,2.59
434,Baykit,RU,2021-10-12 19:27:29,61.67,96.37,24.15,70,100,1.86
435,Colares,PT,2021-10-12 19:27:30,38.7992,-9.4469,74.89,48,0,8.01
436,Santander,ES,2021-10-12 19:25:06,43.4647,-3.8044,57.81,87,0,3.0
437,Kosa,RU,2021-10-12 19:27:30,59.9445,54.9977,38.64,88,59,4.92
438,Seoul,KR,2021-10-12 19:24:16,37.5683,126.9778,60.31,94,0,3.44
439,Sorland,NO,2021-10-12 19:27:31,67.667,12.6934,41.07,63,100,15.08
440,San Quintin,MX,2021-10-12 19:27:31,30.4833,-115.95,67.51,46,0,18.9
441,Barra,BR,2021-10-12 19:27:31,-11.0894,-43.1417,91.42,36,19,8.77
442,Yar-Sale,RU,2021-10-12 19:27:31,66.8333,70.8333,29.77,87,100,14.63
443,Vestmanna,FO,2021-10-12 19:27:32,62.1564,-7.1664,43.72,100,90,10.36
444,Ivanteyevka,RU,2021-10-12 19:27:32,55.9711,37.9208,48.74,70,100,6.11
445,Chicama,PE,2021-10-12 19:27:32,-7.8447,-79.1469,59.54,62,26,12.08
446,Waingapu,ID,2021-10-12 19:27:33,-9.6567,120.2641,76.44,68,10,3.6
447,Berlevag,NO,2021-10-12 19:27:33,70.8578,29.0864,42.85,80,100,21.27
448,Cidreira,BR,2021-10-12 19:27:33,-30.1811,-50.2056,68.47,85,49,18.86
449,Liwale,TZ,2021-10-12 19:27:34,-9.7667,37.9333,73.47,69,85,2.93
450,Kajaani,FI,2021-10-12 19:27:34,64.2273,27.7285,41.05,93,75,8.05
451,Mafinga,TZ,2021-10-12 19:27:34,-7.25,35.0667,75.99,48,95,9.15
452,Yeppoon,AU,2021-10-12 19:27:35,-23.1333,150.7333,69.58,92,1,4.76
453,Lompoc,US,2021-10-12 19:25:54,34.6391,-120.4579,72.7,19,1,10.36
454,Codrington,AU,2021-10-12 19:27:35,-38.2667,141.9667,56.08,67,100,16.84
455,Farmersville,US,2021-10-12 19:27:35,36.2977,-119.2068,65.75,37,1,1.01
456,Kushiro,JP,2021-10-12 19:27:36,42.975,144.3747,46.9,89,0,5.99
457,Ndola,ZM,2021-10-12 19:27:36,-12.9587,28.6366,67.57,50,5,8.75
458,Mazatlan,MX,2021-10-12 19:27:36,23.2167,-106.4167,83.91,84,90,1.01
459,San Patricio,US,2021-10-12 19:27:37,28.017,-97.5169,92.08,52,52,20.71
460,Pochutla,MX,2021-10-12 19:27:37,15.7432,-96.4661,90.82,56,50,8.19
461,Makakilo City,US,2021-10-12 19:27:31,21.3469,-158.0858,80.92,72,75,11.5
462,Zainsk,RU,2021-10-12 19:27:37,55.3195,52.0694,47.39,66,92,5.41
463,Magadan,RU,2021-10-12 19:27:38,59.5667,150.8,30.52,76,45,8.46
464,Nanortalik,GL,2021-10-12 19:27:38,60.1432,-45.2371,40.93,73,4,8.32
465,Nkongsamba,CM,2021-10-12 19:27:38,4.9547,9.9404,68.43,97,81,1.72
466,Valparaiso,CL,2021-10-12 19:27:39,-33.0393,-71.6273,62.24,62,0,5.75
467,Luganville,VU,2021-10-12 19:27:39,-15.5333,167.1667,78.17,88,16,9.64
468,Znamenskoye,RU,2021-10-12 19:27:39,57.1281,73.8282,32.29,98,99,3.53
469,Sembe,CG,2021-10-12 19:27:40,1.6481,14.5806,74.53,85,24,1.68
470,Pathein,MM,2021-10-12 19:27:40,16.7833,94.7333,77.13,94,100,2.93
471,Trapani,IT,2021-10-12 19:27:40,37.8333,12.6667,64.92,82,20,11.5
472,Pandamatenga,BW,2021-10-12 19:27:41,-18.5278,25.627,70.84,34,0,4.36
473,Samarai,PG,2021-10-12 19:27:41,-10.6167,150.6667,79.29,84,17,1.79
474,Morondava,MG,2021-10-12 19:27:41,-20.2833,44.2833,74.8,82,36,5.95
475,Cairns,AU,2021-10-12 19:27:42,-16.9167,145.7667,70.07,96,3,0.0
476,Berbera,SO,2021-10-12 19:27:42,10.4396,45.0143,89.55,54,87,6.62
477,Liverpool,GB,2021-10-12 19:24:29,53.4106,-2.9779,58.95,87,90,1.99
478,Kavaratti,IN,2021-10-12 19:26:38,10.5669,72.642,82.26,80,100,20.85
479,Karpathos,GR,2021-10-12 19:27:42,35.507,27.2132,67.96,77,8,5.75
480,Jalu,LY,2021-10-12 19:27:43,29.0331,21.5482,75.58,50,100,19.13
481,Vung Tau,VN,2021-10-12 19:23:53,10.346,107.0843,78.57,87,100,13.71
482,Puerto Escondido,MX,2021-10-12 19:27:43,15.85,-97.0667,90.43,51,20,5.75
483,Saint Anthony,US,2021-10-12 19:27:43,45.0205,-93.218,64.42,79,90,3.0
484,Kambove,CD,2021-10-12 19:27:44,-10.8764,26.5969,74.88,34,100,3.15
485,Chumikan,RU,2021-10-12 19:27:44,54.7183,135.315,44.35,74,100,9.91
486,Ellisras,ZA,2021-10-12 19:27:44,-23.6649,27.7443,72.93,19,0,3.38
487,Odweyne,SO,2021-10-12 19:27:45,9.4092,45.064,77.68,55,100,12.01
488,Ambulu,ID,2021-10-12 19:27:45,-8.345,113.6058,71.82,90,100,2.17
489,Port Augusta,AU,2021-10-12 19:27:45,-32.5,137.7667,53.74,82,100,6.49
490,Svetlogorsk,BY,2021-10-12 19:27:46,52.6333,29.7333,44.13,91,100,4.97
491,Covington,US,2021-10-12 19:25:08,39.0837,-84.5086,80.24,64,75,1.99
492,Lata,PT,2021-10-12 19:27:46,40.1629,-8.3327,68.41,47,0,4.05
493,Amahai,ID,2021-10-12 19:27:46,-3.3333,128.9167,79.45,85,100,3.02
494,Lewiston,US,2021-10-12 19:24:34,44.1003,-70.2148,79.23,63,100,1.01
495,Muisne,EC,2021-10-12 19:27:47,0.6,-80.0333,78.91,77,68,11.16
496,Kursenai,LT,2021-10-12 19:27:47,55.985,22.9189,43.05,94,20,6.24
497,Khasan,RU,2021-10-12 19:27:48,42.4308,130.6434,50.41,68,0,3.78
498,Krasnoarmeyskoye,RU,2021-10-12 19:27:48,52.7182,50.0322,46.76,58,10,8.61
499,Sydney Mines,CA,2021-10-12 19:27:48,46.2367,-60.2177,68.81,74,75,1.01
500,Beringovskiy,RU,2021-10-12 19:27:49,63.05,179.3167,17.47,88,59,13.42
501,Izvoarele,RO,2021-10-12 19:27:49,45.0333,25.2667,53.04,99,100,0.72
502,Shostka,UA,2021-10-12 19:27:49,51.863,33.4698,48.43,77,100,7.16
503,Corpus Christi,US,2021-10-12 19:27:49,27.8006,-97.3964,93.6,74,90,15.99
504,Yarkovo,RU,2021-10-12 19:27:50,57.4028,67.0786,43.99,98,100,4.25
505,Statesboro,US,2021-10-12 19:26:09,32.4488,-81.7832,79.92,53,90,4.61
506,Arzachena,IT,2021-10-12 19:27:50,41.0769,9.3887,63.84,66,69,4.9
507,Antalaha,MG,2021-10-12 19:27:51,-14.9003,50.2788,73.85,80,100,8.48
508,General Pico,AR,2021-10-12 19:27:51,-35.6566,-63.7568,81.7,31,100,9.93
509,Nelson Bay,AU,2021-10-12 19:27:51,-32.7167,152.15,60.01,99,100,4.0
510,Bourail,NC,2021-10-12 19:27:52,-21.5667,165.4833,69.26,97,100,8.77
511,Jiuquan,CN,2021-10-12 19:27:52,39.7432,98.5174,43.23,26,31,4.0
512,Idrinskoye,RU,2021-10-12 19:27:52,54.3708,92.1358,30.38,90,100,6.22
513,Marsa Matruh,EG,2021-10-12 19:27:52,31.3525,27.2453,75.4,83,20,6.91
514,Trincomalee,LK,2021-10-12 19:27:53,8.5711,81.2335,80.76,78,100,19.08
515,Svetlyy,RU,2021-10-12 19:27:53,54.675,20.1347,41.05,82,81,7.18
516,Kulu,TR,2021-10-12 19:27:53,39.0951,33.0799,66.63,34,100,8.48
517,Taltal,CL,2021-10-12 19:26:12,-25.4,-70.4833,61.48,70,46,7.27
518,Silver City,US,2021-10-12 19:27:54,32.7701,-108.2803,58.96,53,1,14.0
519,Dingle,PH,2021-10-12 19:27:54,10.9995,122.6711,77.34,88,100,9.71
520,Kondinskoye,RU,2021-10-12 19:27:55,59.6481,67.41,37.42,99,100,5.23
521,Severo-Yeniseyskiy,RU,2021-10-12 19:27:55,60.3725,93.0408,22.3,71,100,2.06
522,Richards Bay,ZA,2021-10-12 19:27:55,-28.783,32.0377,71.26,68,100,10.27
523,Bilma,NE,2021-10-12 19:27:55,18.6853,12.9164,87.93,8,5,5.32
524,Kichera,RU,2021-10-12 19:27:56,55.9375,110.0997,27.1,74,100,8.43
525,Ciudad Bolivar,VE,2021-10-12 19:27:56,8.1222,-63.5497,94.82,42,86,6.67
526,Aras,ES,2021-10-12 19:27:56,42.5617,-2.356,55.81,51,0,10.36
527,Walvis Bay,NA,2021-10-12 19:27:57,-22.9575,14.5053,59.09,94,41,6.91
528,Pangnirtung,CA,2021-10-12 19:27:57,66.1451,-65.7125,28.4,100,90,5.75
529,Korla,CN,2021-10-12 19:27:57,41.7597,86.1469,52.54,40,42,9.55
530,Ouadda,CF,2021-10-12 19:27:58,8.0777,22.4007,71.65,94,100,2.75
531,Miri,MY,2021-10-12 19:27:58,4.4148,114.0089,78.94,94,40,2.3
532,Creel,MX,2021-10-12 19:27:58,27.75,-107.6333,60.53,68,91,19.15
533,Byron Bay,AU,2021-10-12 19:24:50,-28.65,153.6167,64.35,83,100,11.1
534,Kota Tinggi,MY,2021-10-12 19:27:59,1.7381,103.8999,82.44,90,100,1.32
535,Vacaria,BR,2021-10-12 19:27:59,-28.5122,-50.9339,66.88,77,14,6.46
536,Puerto Colombia,CO,2021-10-12 19:27:59,10.9878,-74.9547,86.09,76,100,13.09
537,Shingu,JP,2021-10-12 19:28:00,33.7333,135.9833,71.28,93,98,5.06
538,Skovorodino,RU,2021-10-12 19:28:00,53.9833,123.9167,36.7,87,100,5.14
539,Fort Saint James,CA,2021-10-12 19:28:00,54.4333,-124.25,37.29,74,100,8.61
540,Namatanai,PG,2021-10-12 19:23:14,-3.6667,152.4333,80.28,78,100,7.94
541,Ixtapa,MX,2021-10-12 19:28:01,20.7,-105.2,87.22,58,90,9.22
542,Najran,SA,2021-10-12 19:28:01,17.4924,44.1277,75.85,13,31,4.34
543,Suriapet,IN,2021-10-12 19:28:02,17.15,79.6167,75.52,75,15,4.09
544,San Borja,BO,2021-10-12 19:28:03,-14.8167,-66.85,99.16,32,97,6.6
545,Pregradnaya,RU,2021-10-12 19:28:03,43.9508,41.1994,53.87,66,6,5.41
546,Henties Bay,NA,2021-10-12 19:28:03,-22.116,14.2845,58.86,90,27,1.16
547,Cajati,BR,2021-10-12 19:28:04,-24.7361,-48.1228,72.73,89,88,3.51
548,Karratha,AU,2021-10-12 19:28:04,-20.7377,116.8463,75.6,57,0,5.23
549,Recife,BR,2021-10-12 19:25:41,-8.0539,-34.8811,82.44,69,20,9.22
550,Udimskiy,RU,2021-10-12 19:28:04,61.1417,45.9144,40.73,84,100,7.18
551,Pulwama,IN,2021-10-12 19:28:05,33.874,74.8996,53.74,41,0,2.26
552,Fukuma,JP,2021-10-12 19:28:05,33.7667,130.4667,76.08,91,100,12.15
553,Micheldorf,AT,2021-10-12 19:28:05,46.9222,14.4405,39.0,92,100,3.98
554,Maceio,BR,2021-10-12 19:26:54,-9.6658,-35.7353,85.44,70,20,16.11
555,Severomuysk,RU,2021-10-12 19:28:06,56.1481,113.4267,14.36,91,100,4.56
556,Hay River,CA,2021-10-12 19:26:41,60.8156,-115.7999,44.58,57,75,12.66
557,Tabas,IR,2021-10-12 19:27:13,33.5959,56.9244,64.4,9,0,3.94
558,Okhotsk,RU,2021-10-12 19:28:06,59.3833,143.3,29.82,64,0,22.35
559,Talca,CL,2021-10-12 19:26:13,-35.4333,-71.6667,65.91,46,8,8.93
560,Belomorsk,RU,2021-10-12 19:28:06,64.5232,34.7668,45.1,78,100,11.27
561,Mastic Beach,US,2021-10-12 19:28:07,40.7668,-72.8521,73.98,77,40,1.01
562,Baherden,TM,2021-10-12 19:28:07,38.4362,57.4316,57.16,21,0,8.7
563,Lianran,CN,2021-10-12 19:28:08,24.9227,102.485,52.34,95,46,4.25
564,Los Llanos De Aridane,ES,2021-10-12 19:28:08,28.6585,-17.9182,67.75,90,20,6.91
565,Atasu,KZ,2021-10-12 19:28:08,48.6814,71.6433,35.24,47,1,4.21
566,Labuan,MY,2021-10-12 19:28:08,5.2767,115.2417,80.96,83,20,0.0
567,Hasaki,JP,2021-10-12 19:28:09,35.7333,140.8333,64.8,84,100,20.11
568,Palmer,US,2021-10-12 19:28:09,42.1584,-72.3287,75.76,59,75,9.22
